ID,5SS,3SS
AT3G58620,1508;1787;2227;2504;2696,1311;1604;1889;2301;2588
AT3G58670,868;1233;1721;2017,1086;1566
AT5G45775,286;707,177;510
AT3G58740,1031;1168;1792;1988;2186,925;1104;1241;1866;2087;2298;2664
AT3G58750,1237;1468;1861;2015;2214;2720;2932;3140;3359,1055;1755;1951;2103;2569;2810;3041;3234
AT3G58780,616;1217;2597;2812;3182;3307,984;2514;2749;3264
AT3G58790,590;939;2195;3103;3493,894;2026;2517;3189;3584
AT3G59030,402;1106;1279;1408;1729;1936;2108,560;1191;1350;1489;1816;2020;2176
AT3G59060,656;1013;1861;2008;2452,934;1133;1941;2100;2528
AT3G59100,654;884;1091;1268;1472;1721;2150;2322;2562;2805;3131;3507;3709;4147;4300;4464;4943;5169;5366;5550;5944;6180;6368;6587;6814;7128;7329;7491;7784;7966;8231;8427;8621;8924;9251;10142;10282;10564,782;977;1179;1360;1570;2059;2229;2437;2666;2886;3042;3383;3590;3814;4246;4402;4855;5069;5270;5467;5779;6055;6263;6474;6661;7017;7421;7593;7853;8107;8307;8536;8810;9020;9343;10230;10377
AT3G59140,2724;2886;3542;3790;4171;4467;4851;5004;5332,2402;2798;2965;3624;3875;4251;4544;4939;5091
AT3G59220,639;772;945;1133,588;732;852;1031
AT3G59280,206;840;1236,751;1101;1330
AT3G59290,1330;1491;1823;1981;2165;2426;2951;3179;3391;3644;4044;5354,1240;1438;1742;1901;2080;2279;2638;3136;3288;3482;4149
AT3G59350,518;1281;1499;1679,628;1365;1591;1780
AT3G59360,403;891;1128;1477;2022;2598;2928;3140;3486;3733;4045;4217;4406;4562,676;1010;1419;1943;2492;2804;3061;3415;3624;3910;4133;4359;4488
AT3G59380,510;901;1082,399;779;985
AT3G59410,934;1100;1288;1485;2041;2535;2709;2905;3374;3821;4170;4671;5118;5480;6057;6222;6603;6801;7146;7323;7539;7742;8063;8384;8558;8780,858;1039;1181;1379;1635;2315;2621;2792;3255;3765;3999;4485;4968;5229;5782;6127;6521;6743;7013;7238;7429;7604;7954;8297;8454;8650
AT3G59530,598;969;1221,683;1052
AT3G59550,334;826;958;1097;1240;1840;2038;2252;2862;3038;3262,566;910;1046;1204;1354;1931;2114;2349;2951;3122
AT3G59580,268;1412;2293;2509;2968,543;1509;2387;2607
AT3G59620,181;850,597
AT3G59690,916;1099;1670;1969;2171,994;1204;1758;2053;2244
AT3G59760,698;842;1236;1636;1815;1994;2205;2407;2743,587;783;971;1497;1762;1913;2144;3282
AT3G59770,1183;1437;2767;3137;3399;3760;4342;5301;5619;6165;6490,586;1303;1546;3028;3227;3468;3897;4496;5420;5723;6255
AT3G59790,272;674;902;1318;1591,543;763;984;1409;1664
AT3G59810,453;1032,917;1116
AT3G59890,477;935;1785;1984,256;696;1113;1674;1895
AT3G59910,1091;1863,1429
AT3G59920,293;757;954;1220;1428;1605;1774;2009;2409;2953;3114,609;845;1046;1315;1523;1710;1906;2283;2741;3038
AT3G59950,1430;1555;2054;2440;2749;2910,1343;1503;1673;2300;2692;2838
AT3G59960,163;364;569;770;924;1195;1371;1602;1712,242;456;669;844;1022;1289;1450;1683
AT3G59970,777;1045;1440;1641;1859;2171;2444;2990,693;870;1265;1539;1746;2089;2265;2654
AT3G59990,290;569;848;1042;1377;1601;1790;1965;2275;2516;2829,804;933;1276;1454;1697;1869;2177;2371;2610
AT3G60000,898;1107;1314;1488;1689,986;1196;1397;1580
AT3G60030,1362;1963;2124;2312;2519;2736;2958;3611,1179;1465;2048;2203;2400;2599;2806;3043
AT3G60100,346;504;700;856;1059;1215;1583;1744;1987;2195;2380;2614;2903;3029;3187;3322,291;461;633;789;944;1150;1529;1665;1857;2151;2292;2511;2794;2977;3112;3269
AT3G60120,158;315;567;876;1078;1253;1606;1817;2146;2390;2590,262;405;743;999;1164;1349;1700;1927;2251;2480;2702
AT3G60130,602;870;1038;1205;1422;1759;2555;2679;3040;3242,531;810;961;1126;1333;1502;2220;2646;2936;3144;3419
AT3G60140,1224;1398;1804;1982;2172;2653;2957;3095;3292;3675,1153;1341;1727;1903;2083;2277;2738;3059;3188;3565;3779
AT3G60180,289;487,236;368;633
AT3G60190,472;625;820;1046;1182;1335;1564;1721;2106;2318;2478;2785;2913;3392,560;711;943;1130;1272;1472;1655;1910;2197;2406;2558;2861;2998;3480
AT3G60240,607;863;1050;1184;2800;6229,493;721;981;1126;1461;6033
AT3G60245,118;361;722;903,320;632;998
AT3G60250,721;919;1181,501;808;1014;1328
AT3G60330,265;487;677;953;1429;1724;1925;2144;2362;2574;2802;3060;3386;3512;3668;3923;4222;4504;4774,366;577;814;1027;1516;1804;2023;2238;2468;2656;2903;3146;3478;3585;3761;4008;4320;4597;4860
AT3G60350,2102;2275;2721;3061;3249;3446;3700;4093,453;2193;2588;2844;3153;3381;3523;3785;4176
AT3G60360,200;481;657;935;1150;1323;1594;1777,405;565;842;1055;1242;1512;1676
AT3G60370,324;592;815;1053;1244,247;406;704;943;1166;1502
AT3G60390,1007;1171,647;1090
AT3G60460,273;632,369;703
AT3G60500,482;1109;1314;1499;1778;2107;2265,341;1012;1198;1588;1867;2205
AT3G60570,248;461,347;547
AT3G60600,685;851;1067;1331;1466;1881,613;768;950;1174;1411;1802
AT3G60620,898;1171;1383;1593;1776,586;979;1257;1458;1659;1846
AT3G60640,404;535;817;1031,353;478;763;911
AT3G60730,1099;1375;1603,684;1182;1470;1968
AT3G60740,412;1058;1316;1692;2034;2480;2686;2979;3291;3712;4109;4414;5023;5380;5491;5758,509;1212;1514;1850;2362;2580;2807;3074;3512;3902;4191;4512;5109;5445;5571
AT3G60750,1061;1270;1641;1871;2111,969;1163;1357;1721;1956;2196
AT3G60770,295;851;1137,221;711;949
AT3G60800,951;1132;1360;1539;1891,724;1039;1235;1452;1824;2017
AT3G60820,419;973;1211;1439;1625,310;890;1080;1295;1537
AT3G60830,962;1452;1712,819;1209;1527
AT3G60840,1039;1345;1588;1857;2139;2304;2473;2632;2975,786;1137;1431;1696;1986;2215;2398;2556;2718
AT3G60860,1609;2044;2490;3015;3413;3840;4563;5006;5469;6251,1725;2143;2591;3119;3565;4062;4683;5089;5552;6486
AT3G61040,377;1214;1573,708;1287
AT3G61050,176;374;873;1221;1704;2027;2223,263;770;1169;1582;1907;2783
AT3G61060,583;793,670
AT3G61070,347;911;1117;1290;1473;1618;1872,1041;1214;1391;1554;1697
AT3G61113,185;615;786,538;702
AT3G61120,245;942;1175;1370;1514;1640;1915,865;1112;1269;1471;1603;1765;2027
AT3G61130,638;991;1150;1366;1519;1643;2092;2544;3233,484;964;1089;1239;1454;1595;1756;2185;2653;3326
AT3G61140,1507;1719;1885;2461;2755,1185;1601;1798;2225;2551;3518
AT3G61150,896;1097;1854;2047;2339;2919;3511,686;978;1166;1947;2137;2740;3142
AT3G61160,906;1066;1421;1580;1722;1948;2090;2269;2460;2641,561;812;1005;1147;1504;1664;1806;2038;2172;2375;2537
AT3G61220,514;681;965,614;793
AT3G61230,325;507;634,406;604;714
AT3G61240,730;961;1295;1624;2245;2515;2695;2843;3068,899;1059;1384;1992;2333;2605;2768;2928
AT3G61250,1098,967
AT3G61310,1545;1778;2025,1476;1645;1862;2105
AT3G61350,926,
AT3G61390,397;592;799;980;1311;1719,487;676;874;1093;1394;1813
AT3G61415,893;1526;2169;2712;2967;3273,724;1300;1614;2098;2610;2784;3156
AT3G61420,635;784;934;1152;1294;1480;1609;1967;2222;3060;3300;3547;3809;4018;4236;4416;4682,555;721;869;1036;1383;1563;1909;2065;2935;3242;3418;3634;3903;4157;4367;4612
AT3G61440,610;749;1105;1328;1465;1627;1765;1921,499;690;840;1189;1412;1546;1704;1839;2014
AT3G61450,466;731;905;1061;1188;1340;1498,339;570;818;991;1142;1276;1420
AT3G61470,275;787,598;890
AT3G61530,885;1245;1492;1746,1037;1344;1691
AT3G61560,706;941;1167,524;798;1096;1263
AT3G61570,743;950;1405;1707;1851;2118;2352;2601;3112;3258;3545;3694;3976,643;826;1290;1785;1949;2237;2459;2814;3191;3341;3638;3789
AT3G61600,768;985;1146;1605,632;862;1081;1324
AT3G61620,1083;1248;1384;1537;1671;1815;1981;2112;2404;2578,1182;1336;1475;1628;1749;1901;2074;2200;2487
AT3G61710,925;1210;1432;1574;1997;2163;2339;2618,577;1038;1306;1524;1837;2076;2266;2467;2725
AT3G61740,1289;1542;2072;2230;2414;2643;2981;3161;3347;3563;3897;4101;4308;4615;4965;5138;5320;5481;5657,1232;1372;2002;2160;2321;2549;2844;3087;3246;3437;3750;3995;4242;4388;5047;5232;5405;5552
AT3G61760,266;571;754;968;1208;1363;1580;1873;2259;2464;2636;2993;3456,506;648;862;1156;1300;1488;1807;2063;2343;2564;2715;3086;3554
AT3G61780,2410;3148;3444,2527;3230
AT3G61830,328;715;897;1024;1268;1431;1609;1853;2057;2202;2770;3039,598;797;966;1114;1345;1517;1687;1942;2128;2289;2850
AT3G61850,,
AT3G61860,342;1253;1567;1969,214;1139;1336;1653;2053
AT3G61950,306;1317;1758,722;1388;1863
AT3G61990,402;537;726;950;1119;1263;1410;1563,491;641;823;1050;1192;1343
AT3G62030,89;292;758;1141;1372;1548;1694;1873,270;654;951;1217;1458;1638;1786
AT3G62060,480;837;1106;1268;1464;1693;1846;2012;2204;2412;2669,753;975;1193;1376;1567;1784;1957;2125;2305;2522
AT3G62090,649;840;984;1152,731;917;1085
AT3G62100,743,645;852
AT3G62150,699;845;1115;1648;2253;2627;3571;3919;4268;4648,789;938;1186;1726;2352;2719;3651;4003;4353
AT3G62270,624;786;1077;1297;1540;1893;2143;2312;2529;2930;3274,702;883;1157;1373;1725;1968;2215;2396;2609;3002
AT3G62300,1200;1569;1841;2144;2334,785;1319;1939;2228
AT3G62340,1066,915;1158
AT3G62390,1182;1459;1693,988;1267;1533;1772
AT3G62600,598;829;1281;1653;1826;2025;2189;2359,448;692;1168;1535;1738;1964;2110;2286;2452
AT3G62610,261;807,676;972
AT3G62700,2766;3570;3823;4233;4836;4988;5312,2834;3657;3937;4314;4923;5071;5388
AT3G62750,412;865;1837;1948;2303,347;499;937;1125;1426;1606;2020;2211;2415
AT3G62770,991;1908;2149,1705;2021;2294
AT3G62800,580;1051,668;1308
AT3G62830,1115;1711;1887;2055;2750,966;1630;1802;1979;2656
AT3G62880,270;419;965,217;352;742;1055
AT3G62910,396;556;688;882;1048;1244;1520;1809;1982;2192;2348;2493;2652,338;474;629;777;995;1193;1453;1643;1908;2058;2289;2444;2567
AT3G63080,654;804;1062;1341,576;741;942;1172;1427
AT3G63120,789,
AT3G63140,763;968;1174;1523,640;864;1034;1244;1600
AT3G63150,860;1105;1482;1812;2012;2192;2487;2822;3003;3219;3450;3721,726;954;1304;1559;1942;2135;2404;2609;2932;3105;3298;3533;3810
AT3G63170,456;1003;1191,752;1098
AT3G63180,638;827;1222;1396;1548;1827;2001;2154;2579,349;725;901;1319;1478;1630;1930;2086;2242
AT3G63190,468;618;797;970;1176;1313;1517;1655;1824,325;550;700;871;1063;1270;1459;1603;1766;1922
AT3G63250,404;954;1263;1564;1878;2023,896;1041;1433;1673;1950
AT3G63260,1209;1509;1797;2013,1086;1296;1621;1877;2108
AT3G63280,357;523;700;837;971;1138;1269;1391;1541;1680;1828;1959;2443,232;455;633;789;924;1056;1225;1340;1458;1629;1753;1906;2043
AT3G63300,608;1798;2107;2296,481;1352;1872;2187;2407
AT3G63310,397;588;817,473;658;893
AT3G63400,503;637;835;978;1286;1481;1771;2316;2922,581;745;952;1246;1362;1609;1858;2416;2840
AT3G63410,1069,761;1144
AT3G63420,248;812;997,758;951
AT3G63440,1014;1350;1705,885;1085;1441;1786
AT3G63460,647;864;1072;1224;1417;1551;1863;2079;2424;2664;2875;3533;3729;4203;4498;4634;4883;5492;5850;6176,591;740;974;1186;1310;1492;1764;1958;2380;2541;2746;2970;3635;4016;4283;4574;4726;5359;5572;5936
AT3G63470,562;1365,1256;1462
AT3G63490,650;797;1186;1397;1592,469;741;1057;1312;1465;1679
AT3G63520,500;613;841;1029;1177;1512;1775;2038;2253;2776;2981,428;597;728;928;1113;1400;1589;1898;2134;2327;2532;2868;3058
AT3G63530,600;1092;1464;1569;1763;2013;2197,530;936;1231;1533;1717;1884;2087
AT2G01110,809;1174,539;882;1262
AT2G01120,317;462;597;732;862;999;1186;1424;1589;1791;1980;2144;2279;2489,225;404;548;680;817;934;1095;1331;1506;1704;1851;2050;2344
AT2G01170,213;542;649;952;1213;1576;1787,280;629;731;1030;1285;1656
AT2G01200,157;515;870;1058,350;617;948;1134
AT2G01270,342;632;794;1073;1307;1472;1629;1863;1987;2215;2731,606;700;890;1236;1402;1551;1720;1945;2067;2298
AT2G01280,246;373;678;814;1039;1269;1439;1613;1838;2105;2279;2458;2699,315;600;795;925;1179;1351;1531;1693;1935;2189;2376;2530;2777
AT2G01320,696;926;1155;1445;1821;2265;2584;2965;3144;3528,504;774;1021;1242;1543;2132;2362;2751;3058;3220
AT2G01350,325;537;769;1060;1345;1608;1748,187;402;621;975;1191;1430;1679;1830
AT2G01430,298;772;972,580;891
AT2G01450,1037;1214;1450;1761;1987;2169;2359,371;908;1153;1299;1604;1848;2088;2250;2440
AT2G01470,522;835;1019;1249;1420;1633;1834;2063,426;689;926;1151;1343;1511;1716;1994
AT2G01490,575;715;1133;1331;1601;1843;2028,452;653;1063;1211;1452;1697;1940;2128
AT2G01500,316;733;1009,387;940;1440
AT2G01670,690;869;1092,583;784;962
AT2G01690,609;792;1068;1273;1385;1622;1814;2066;2291;2474;2642;2799;3040;3242;3581;3945;4334,494;725;977;1152;1352;1478;1718;1978;2182;2381;2559;2732;2923;3120;3418;3667;4045;4496
AT2G01720,397;778;1698;2124;2453;2608;2785,283;732;1065;1975;2272;2538;2694
AT2G01730,189;465;624;842;1012;1245;1404;1638;1798;2045;2390;2598,286;550;723;937;1107;1339;1571;1727;1939;2247;2500
AT2G01735,826;1033;1272,705;899;1112
AT2G01750,524;780;1468;1731;2255;3614,226;693;1401;1559;2098;2362;2801;3419;3716
AT2G01760,488;971;1131,565;1053;1210
AT2G01770,809;1015,722;899
AT2G01830,1471;1888;2545;2865;3188;3365;4653,920;1650;2325;2625;2957;3265;3447
AT2G01850,562;896,460;686
AT2G01905,301;899;997;1167;1404;1583,223;799;978;1095;1276;1521
AT2G01910,1836;2206;2494;2756;3000;3245;3403;3568;3725;4182,1631;1935;2277;2599;2839;3092;3314;3493;3649;3807;4283
AT2G01918,393;1383,1175;1460
AT2G01940,1237,1848
AT2G01970,558;1244;1469;1708;2270,516;657;1330;1550;1784;2542
AT2G01980,448;618;776;1029;1213;1420;1552;1704;1850;2053;2722;2879;3074;3521;3898;4177;4392;4693;4983;5341;5741,396;525;697;870;1110;1301;1498;1637;1999;2536;2833;2965;3597;4078;4259;4473;4778;5069;5441
AT2G02000,159;864;1160;1744;1872,457;944;1489;1818;2076
AT2G02010,588;1180;1495;1835;1990,773;1279;1580;1936;2154
AT2G02020,197;374;693;1259,270;474;771;1381
AT2G02040,201;774;1409,455;851
AT2G02080,729;1446,1048
AT2G02090,843;1157;1278;1613;1863;2158;2417;2658;2827;3061;3370,1038;1236;1361;1681;1971;2242;2498;2748;2923;3150
AT2G02180,476;644;775;957;1118;1270;1402;1732;1870;2089,721;863;1045;1196;1355;1667;2010
AT2G02240,871,751
AT2G02250,425;702,579
AT2G02320,383;741,627;832
AT2G02340,402;696,576;789
AT2G02350,629,506
AT2G02360,589,469
AT2G02380,39;352;556;718;908;1074;1264;1400,120;294;469;645;997;1201;1339
AT2G02390,325;477;748;915;1127;1289;1497;1713,236;419;842;1072;1212;1434;1652
AT2G02450,798;1397,1127;2427
AT2G02470,358;565;975;1687,531;745;1559
AT2G02480,2496;2805;3577;4289;4487,2584;3018;3666;4401;4568
AT2G02500,236;426;654;804;1087;1265;1459;1621;1773;1896;2072,327;581;747;1006;1181;1380;1551;1703;1848;1980
AT2G02560,597;855;1163;1618;2026;2326;2696;2907;3120;3284;3465;3640;3836;4068;4352;4688;4860;5108;5370;5698;6069;6333;6564;6794;7059;7227,527;954;1451;1895;2210;2537;2782;3068;3200;3379;3537;3736;3956;4267;4546;4766;4985;5206;5457;5819;6155;6416;6676;6889;7148
AT2G02580,1040,458
AT4G24180,227,309
AT2G02740,485;664;1137;1302;1470,383;570;1041;1224;1380
AT2G02760,751;868;1049;1222,841;958;1132;1375
AT2G02790,111;886;1246;1515;1686,747;975;1325;1604
AT2G02800,408;1209;1444;1693;1920,870;1307;1555;1795;2223
AT2G02820,1005;1170;1335;1467;1751;2045;2279;2556;2982,957;1112;1261;1410;1564;1865;2132;2412;2632
AT2G02860,1164;1410;1576;1754;1880;2089;2270;2892;3164;3495;3650;3790,1097;1310;1668;1845;2193;2552;3019;3260;3585;3745
AT2G02955,1694,824;1788
AT2G02970,910;1175;1371;1657;1991;2187;2521,1061;1262;1601;1798;2088;2323
AT2G02990,322;554;858,397;658
AT2G03060,656;816;927;1085;1205;1352;1533;1681;1871,469;907;1019;1188;1289;1435;1605;1757;1957
AT2G03070,312;644;859;1078;1330;1519;1696;2056;2201;2725;2863;3024,437;733;952;1145;1434;1639;1785;2143;2517;2811;2959
AT2G03090,367;769,232;455
AT2G03120,211;635;881;1050;1437;1627;1830;1999;2250;2427,518;728;963;1308;1575;1742;1928;2112;2348;2610
AT2G03150,236;506;1067;1280;3122;3265;3583;3941;4089;5456;5610;5808;6348;6658;6795;6947,424;577;1175;3028;3208;3479;3728;4024;4432;5534;5732;5891;6441;6752;6883;7029
AT2G03240,849;1579;1713;2009;2201;2550;2737;3038;3414;3629,1214;1663;1806;2079;2290;2631;2842;3128;3491;3738
AT2G03250,1521;1665;1821;2203;2414;3130;3333;3609;4295,1171;1615;1748;2072;2292;2870;3227;3413;3691;4401
AT2G03260,274;737;2064;2225;2434;2633;2984;3177;3444;3819;4039,394;1671;2152;2303;2511;2724;3071;3248;3521;3901
AT2G03340,742;1914;2179,1227;2016;2260
AT2G03480,1315;1544;1863;2209;2464;2869;3143;3459,524;1407;1621;1982;2607;3009;3234
AT2G03520,240;459;694;833;1068,319;536;785;969
AT2G03530,679;895;1131;1337;1776,755;964;1209;1400
AT2G03590,655;873;1115;1311;1776,733;960;1186;1400
AT2G03600,31;480;688;918;1111,229;548;763;998;1201
AT2G03620,529;1769;1927;2152;2571;2697,283;1202;1855;2022;2225;2648
AT2G03670,395;548;796;987;1178;1523;1779;2013;2182;2340,349;491;645;881;1077;1255;1608;1883;2090;2261
AT2G03680,777,479
AT2G03710,1389;1519;1690;1812;1924;2173,1306;1456;1589;1769;1881;1999
AT2G03730,399;670;797;1056;1762;1959,596;750;872;1134;1853
AT2G03800,552;826;990;1202;1493;1659;1931,370;682;925;1148;1436;1583;1741
AT2G03830,345;498,279;439
AT2G03870,154;338;505;679;1049,287;422;606;995
AT2G04030,663;874;1058;1232;1463;1662;1780;1974;2156;2392;2576;2743;3076;3261;3517;3718;3888,588;747;963;1147;1318;1544;1743;1892;2050;2250;2482;2664;2820;3157;3341;3611;3797
AT2G04032,754;1028,877;1113
AT2G04040,949;1127,403;1039;1207;1356
AT2G04050,1080,534;1174;1346
AT2G04070,339;971;1815,425;1061;1369;1885
AT2G04080,1123;1304;1441,577;1216;1383;1516
AT2G04090,353;973;1407;1719;2003,427;1050;1479;1796;2090
AT2G04100,957;1676;1976,411;1034;1436;1769
AT2G04160,422;607;862;2401;4696;4888;5216;5617,305;508;696;2291;4160;4789;4969;5287
AT2G04270,643;1011;1438;2587;2987;3126;3517;3757;4139;4371;4606;4925,554;797;1178;1525;2668;3083;3391;3608;4065;4257;4485;4768
AT2G04350,968;1125;1486;1710;1979;2291;2575;2787;2995;3296,440;1043;1212;1577;1804;2060;2456;2654;2859;3088
AT2G04430,530;755;1149;1483;1620;1816,463;616;1070;1431;1584;1703;1904
AT2G04450,315;534;698;915;1216;1373;1484;1686,388;631;773;1137;1448;1573;1774
AT2G04530,501;931;1076;1237;1426;1587;1737,1004;1140;1311;1517;1661;1827
AT2G04540,484;872;1032;1227;1620;1912;2030;2207;2385;2585;2754;2940,253;772;959;1139;1467;1830;1995;2139;2307;2523;2670;2867;3019
AT2G04550,951;1081;1305,850;1197;1382
AT2G04560,266;479;664;1430;1778;2079,378;557;1359;1538;1851
AT2G04630,171;492;745;883;1051,457;571;982;1141
AT2G04660,768;1094;1508;1681;2012;2548;2836;3038;3215;3446;3641;3793;4050;4195,695;861;1226;1608;1766;2130;2633;2934;3131;3325;3551;3710;3872;4125
AT2G04700,254;455;673;818;1346,341;622;745;1284;1493
AT2G04842,916;1139;1495;1951;2344;2618,768;990;1240;1572;2034;2416
AT2G04880,181;1493;1752,592;1595
AT2G05120,433;2325;3279;4049;4214,325;2556;3711;4145
AT2G05170,701;1086;2925;3444,526;776;1172;3077;3585
AT2G05210,867;1793;1996;2229;2637;2818;2984;3224,786;1897;2148;2369;2740;2924;3064;3305
AT2G05630,1002;1127;1471,945;1073;1351;1573
AT2G05710,740;1071;1341;1680;1990;2226;2355;2522;2683;3000;3150;3361;3595;3805;4364;4550;4875,634;816;1154;1517;1844;2082;2297;2441;2606;2813;3081;3241;3472;3705;3883;4450;4631
AT2G05760,632;882;1061;1216;1355;1632;1806;1989;2146;2316;2494,533;704;959;1139;1294;1443;1708;1901;2086;2223;2415
AT2G05850,963,854
AT2G05990,168;941;1126;1261;1467;1619;1819;1946;2098;2236;2427,631;1015;1333;1543;1706;1893;2045;2177;2327
AT2G06050,481;698;2228,391;2096
AT2G06530,286;832;1046;1386,700;940;1124;1650
AT2G06850,366;936;1214,834;1019
AT2G06990,1690;1888;2050;2475;2629;2820;3538;3787;4147;4369;4858;5124;5305;5814,1374;1782;1980;2306;2556;2702;3327;3627;4056;4275;4703;4974;5208;5720;5894
AT2G07040,1568,925
AT2G07050,1447;1616;1977;2165;2875;3320;3614;4090;4297;4470;4671;4836;5074;5361;5525;5734,1260;1525;1781;2079;2707;3130;3499;3966;4173;4370;4613;4788;4929;5182;5443;5649;5815
AT2G07560,201;973;1389;2134;2721;2986;3258;3518,300;1061;1478;2205;2811;3074;3341;3611
AT2G07680,244;430;657;876;1037;1165;1492;1767;1967;2376;2571;2886;3091;3289;3451;3751;3945;4089;4306;4540;4887;5122;5383;5573;5715;5937;6120;6356;6536;6946;7307,202;341;509;743;953;1115;1239;1878;2256;2472;2818;2972;3171;3369;3531;3842;4020;4173;4391;4623;4964;5206;5460;5660;5813;6020;6262;6424;6783;7118;7387
AT2G07690,594;851;1029;1237;1442;1871;2036;2347;2530;2748;2947;3188;3369;3561;3775;3956,449;670;929;1099;1335;1735;1957;2241;2437;2614;2850;3095;3277;3450;3644;3853
AT2G11000,482;751;1057;1700;2219;3078;3309;4113;4602;5206;5466;5628;5864,594;888;1554;2132;2804;3164;3980;4502;5000;5346;5558;5764
AT2G11520,249;895;1172;1543;2065;2240;2626,505;1258;1898;2149;2326;2696
AT2G11810,544;1334;1591;2554;2870;3017;3158,1160;1428;2411;2644;2953;3082
AT2G12480,253;676;869;1049;1218;1439;2031;2234;2419;2607,425;760;955;1124;1352;1769;2099;2325;2488
AT2G13360,997;1447;1777,473;1079;1565
AT2G13370,1762;1985;2624;3222;3416;3769;4001;4221;4614;5128;5329;5595;6064;6219;6670;6892;7033;7399;8222;8422;8878;9137;9486;9841;10240;10516;10785;11237;11422,933;1916;2203;2996;3331;3708;3896;4168;4549;5033;5240;5459;5871;6150;6575;6766;6968;7191;7978;8310;8790;8956;9404;9594;10083;10337;10602;10882;11327;11585
AT2G13540,397;553;1110;1281;1631;1944;2234;2613;2899;3446;3661;3871;4317;5019;5409;5739,336;495;1037;1217;1453;1814;2166;2412;2827;3360;3591;3751;4177;4517;5108;5492
AT2G13560,332;508;707;984;1273;1424;1959;2119;2506;2873;3186;3400;3721;3905;4044;4223;4632;4841,587;815;1143;1362;1854;2034;2398;2760;3071;3333;3647;3817;3988;4150;4568;4725;5100
AT2G13650,818;1275;1881;2584;2783;3034,453;1144;1781;2428;2665;2935
AT2G13680,132;249;936;1139;1625;1866;2088;2315;2507;2925;3150;3380;3539;3706;3915;4113;4560;4913;5083;5254;5399;5566;6097;6279;6441;6672;7154;7431;7644;7871;8247;8456;8601;9006;9198;9416;9631;9815;10063;10380,216;736;1037;1502;1768;1976;2185;2413;2832;3022;3241;3461;3626;3788;3997;4224;4859;5021;5171;5348;5478;5973;6183;6355;6510;7029;7335;7525;7718;8136;8329;8531;8815;9085;9295;9514;9730;9949;10149;10472
AT2G13790,745;922;2454;2783;3671,602;849;2384;2705;3541
AT2G13800,537;1719;1872;2006,394;602;1799;1949
AT2G13810,283;450;658;2036;2346;2475;2885;3168,256;381;540;1972;2240;2423;2563;2960
AT2G14050,374;550;759;919;1221;1457;1788;1998;2185;2532;2680;3087;3312;3615;3808;4068;4455,440;619;851;1045;1356;1689;1931;2091;2414;2606;3019;3229;3492;3739;3957;4406
AT2G14120,835;960;1156;1521;1676;2182;2598;2810;3534;3765;3986;4307;4497;4690;5036;5272;5458;5642,551;930;1053;1451;1615;2067;2548;2699;3671;3847;4192;4400;4646;4892;5124;5404;5541
AT2G14170,419;565;815;962;1213;1383;1725;1984;2293;2534;2913;3105;3383;3488;3624;3790;3978,320;492;652;882;1057;1318;1644;1917;2241;2381;2821;3023;3304;3451;3579;3710;3886
